Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Mean,Median
929,49.51,10,12,27,36,37,122,3,2,24.4,27.0
930,49.51,15,16,22,35,40,128,3,2,25.6,22.0
931,49.51,14,17,22,34,35,122,3,2,24.4,22.0
932,49.01,6,7,10,13,41,77,2,3,15.4,10.0
933,49.01,5,21,22,36,39,123,2,3,24.6,22.0
934,49.01,4,9,15,16,33,77,2,3,15.4,15.0
935,49.01,2,25,29,33,34,123,2,3,24.6,29.0
936,48.52,1,29,30,32,40,132,3,2,26.4,30.0
937,48.52,14,23,29,30,42,138,3,2,27.6,29.0
938,48.52,16,17,29,33,40,135,2,3,27.0,29.0
939,48.52,1,14,37,38,40,130,3,2,26.0,37.0
940,48.52,12,17,25,39,40,133,2,3,26.6,25.0
941,48.52,10,23,25,39,40,137,2,3,27.4,25.0
942,48.52,4,20,31,39,40,134,3,2,26.8,31.0
943,48.52,6,24,31,32,41,134,3,2,26.8,31.0
944,48.52,17,21,22,36,42,138,3,2,27.6,22.0
945,48.52,4,26,27,35,40,132,3,2,26.4,27.0
946,48.52,17,18,29,35,40,139,2,3,27.8,29.0
947,48.52,3,20,33,41,42,139,2,3,27.8,33.0
948,48.52,9,25,26,30,42,132,3,2,26.4,26.0
949,48.52,15,16,25,34,41,131,2,3,26.2,25.0
950,48.52,7,12,32,39,40,130,3,2,26.0,32.0
951,48.52,2,28,29,36,41,136,3,2,27.2,29.0
952,48.52,1,17,37,38,40,133,2,3,26.6,37.0
953,48.52,17,22,23,35,40,137,2,3,27.4,23.0
954,48.52,3,26,27,36,42,134,3,2,26.8,27.0
955,48.51,17,18,24,31,34,124,3,2,24.8,24.0
956,48.51,5,11,12,22,26,76,3,2,15.2,12.0
957,48.51,11,22,26,32,33,124,3,2,24.8,26.0
958,48.51,2,9,18,23,24,76,3,2,15.2,18.0
959,48.51,6,7,14,23,26,76,3,2,15.2,14.0
960,48.51,13,18,26,33,34,124,3,2,24.8,26.0
961,48.51,6,10,11,20,29,76,3,2,15.2,11.0
962,48.01,3,7,18,23,24,75,2,3,15.0,18.0
963,47.51,8,9,12,15,30,74,3,2,14.8,12.0
964,47.51,8,27,28,30,33,126,3,2,25.2,28.0
965,47.51,16,18,25,26,41,126,3,2,25.2,25.0
966,47.51,12,20,29,30,35,126,3,2,25.2,29.0
967,47.51,2,11,12,20,29,74,3,2,14.8,12.0
968,47.51,4,6,37,39,40,126,3,2,25.2,37.0
969,47.51,4,5,19,22,24,74,3,2,14.8,19.0
970,47.01,2,7,17,18,29,73,2,3,14.6,17.0
971,47.01,6,9,13,14,31,73,2,3,14.6,13.0
972,46.51,1,8,12,25,26,72,3,2,14.4,12.0
973,46.51,10,11,30,35,42,128,3,2,25.6,30.0
974,46.51,17,18,23,32,38,128,3,2,25.6,23.0
975,46.01,15,22,23,31,38,129,2,3,25.8,23.0
976,46.01,9,20,25,37,38,129,2,3,25.8,25.0
977,46.01,19,21,26,31,32,129,2,3,25.8,26.0
978,46.01,10,13,29,38,39,129,2,3,25.8,29.0
979,46.01,13,18,27,35,36,129,2,3,25.8,27.0
980,46.01,11,27,28,30,33,129,2,3,25.8,28.0
981,46.01,7,9,13,14,28,71,2,3,14.2,13.0
982,45.52,8,24,27,38,39,136,3,2,27.2,27.0
983,45.52,3,24,26,41,42,136,3,2,27.2,26.0
984,45.52,16,23,29,30,35,133,2,3,26.6,29.0
985,45.52,13,25,26,31,36,131,2,3,26.2,26.0
986,45.52,17,23,29,30,38,137,2,3,27.4,29.0
987,45.52,14,23,24,35,39,135,2,3,27.0,24.0
988,45.52,12,26,27,35,38,138,3,2,27.6,27.0
989,45.52,11,14,27,41,42,135,2,3,27.0,27.0
990,45.52,14,19,22,40,41,136,3,2,27.2,22.0
991,45.52,13,15,33,34,40,135,2,3,27.0,33.0
992,45.52,14,22,23,33,39,131,2,3,26.2,23.0
993,45.52,15,23,24,36,38,136,3,2,27.2,24.0
994,45.52,17,21,22,36,38,134,3,2,26.8,22.0
995,45.52,12,22,25,37,38,134,3,2,26.8,25.0
996,45.52,10,25,27,36,37,135,2,3,27.0,27.0
997,45.52,14,17,30,31,40,132,3,2,26.4,30.0
998,45.52,15,20,24,35,36,130,3,2,26.0,24.0
999,45.52,19,22,28,30,31,130,3,2,26.0,28.0
1000,45.52,11,15,35,36,40,137,2,3,27.4,35.0
